,PRECINCT_NUMBER,PARTY,VOTES,CANDIDATE
5376,89,NON,556,AGAINST Charter Amendment
5377,90,NON,267,AGAINST Charter Amendment
5378,91,NON,383,AGAINST Charter Amendment
5379,92,NON,60,AGAINST Charter Amendment
5380,93,NON,58,AGAINST Charter Amendment
5381,94,NON,53,AGAINST Charter Amendment
5382,95,NON,65,AGAINST Charter Amendment
5383,96,NON,76,AGAINST Charter Amendment
5384,97,NON,46,AGAINST Charter Amendment
5385,98,NON,74,AGAINST Charter Amendment
5386,99,NON,46,AGAINST Charter Amendment
5387,100,NON,45,AGAINST Charter Amendment
5388,101,NON,73,AGAINST Charter Amendment
5389,102,NON,87,AGAINST Charter Amendment
5390,103,NON,95,AGAINST Charter Amendment
5391,104,NON,85,AGAINST Charter Amendment
5392,105,NON,78,AGAINST Charter Amendment
5393,106,NON,125,AGAINST Charter Amendment
5394,107,NON,53,AGAINST Charter Amendment
5395,108,NON,68,AGAINST Charter Amendment
5396,109,NON,82,AGAINST Charter Amendment
5397,110,NON,195,AGAINST Charter Amendment
5398,111,NON,94,AGAINST Charter Amendment
5399,112,NON,72,AGAINST Charter Amendment
5400,113,NON,153,AGAINST Charter Amendment
5401,114,NON,84,AGAINST Charter Amendment
5402,115,NON,75,AGAINST Charter Amendment
5403,116,NON,79,AGAINST Charter Amendment
5404,117,NON,45,AGAINST Charter Amendment
5405,118,NON,60,AGAINST Charter Amendment
5406,119,NON,56,AGAINST Charter Amendment
5407,120,NON,58,AGAINST Charter Amendment
5408,121,NON,99,AGAINST Charter Amendment
5409,122,NON,48,AGAINST Charter Amendment
5410,123,NON,73,AGAINST Charter Amendment
5411,124,NON,83,AGAINST Charter Amendment
5412,125,NON,101,AGAINST Charter Amendment
5413,126,NON,84,AGAINST Charter Amendment
5414,127,NON,362,AGAINST Charter Amendment
5415,128,NON,150,AGAINST Charter Amendment
5416,129,NON,205,AGAINST Charter Amendment
5417,130,NON,175,AGAINST Charter Amendment
5418,131,NON,124,AGAINST Charter Amendment
5419,132,NON,70,AGAINST Charter Amendment
5420,133,NON,64,AGAINST Charter Amendment
5421,134,NON,60,AGAINST Charter Amendment
5422,135,NON,188,AGAINST Charter Amendment
5423,136,NON,121,AGAINST Charter Amendment
5424,137,NON,85,AGAINST Charter Amendment
5425,138,NON,393,AGAINST Charter Amendment
5426,139,NON,122,AGAINST Charter Amendment
5427,140,NON,76,AGAINST Charter Amendment
5428,141,NON,277,AGAINST Charter Amendment
5429,142,NON,192,AGAINST Charter Amendment
5430,143,NON,225,AGAINST Charter Amendment
